Product ID,Category,Sub-Category,Product Name,Sales
OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018
FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92
FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896
TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132
TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95
OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608
OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528
OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952
OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65
TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9
OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564
OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008
TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64
OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616
OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98
TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768
OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48
OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51
TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976
TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992
FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74
FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.55
TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16
FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73
OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968
OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488
OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736
FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88
OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44
OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368
OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526
OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432
TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97
OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41
OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92
TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238
TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97
OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12
OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2
OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99
TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85
TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8
OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29
OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97
OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5
OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44
TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96
OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408
TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104
OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896
TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016
OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97
TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95
FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88
OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248
FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536
OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76
TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88
FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76
TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976
OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38
OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22
OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04
OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344
OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304
OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752
OFF-LA-10002787,Office Supplies,Labels,Avery 480,15
TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61
TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95
TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95
OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86
OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94
FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45
OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364
OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68
TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53
FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372
OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224
OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08
OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62
OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36
OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04
OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96
OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136
OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73
OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9
OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95
OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392
OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328
OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26
FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04
OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62
OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952
OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.536
OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36
OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552
OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64
TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8
OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502
OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.48
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488
OFF-AR-10003732,Office Supplies,Art,Newell 333,11.12
FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31
TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69
TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99
FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8
OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34
OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3
OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968
OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74
OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296
OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352
TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91
OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39
TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832
OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941
FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92
OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312
TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97
TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544
FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2
OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9
OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86
OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85
OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984
FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712
OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12
OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,146.73
OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96
OFF-LA-10004008,Office Supplies,Labels,Avery 507,5.76
OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443
FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88
OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12
OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84
OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96
OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34
OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,37.68
TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408
OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168
FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136
OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26
OFF-PA-10004888,Office Supplies,Paper,Xerox 217,15.552
OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98
OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352
OFF-AR-10004272,Office Supplies,Art,Newell 308,5.04
OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7
TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1295.84
OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,46.84
FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833
FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67
OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88
OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28
OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92
OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808
FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96
OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72
OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68
TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958
TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376
FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",64.944
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736
OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28
OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52
FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86
OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,152.991
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584
TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,94.92
FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76
OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656
OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82
OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544
OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14
FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764
OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48
TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988
OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688
FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058
OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088
OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352
FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31
TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058
TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94
OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608
OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48
OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856
OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384
OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55
TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976
OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,8.288
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92
OFF-AR-10002067,Office Supplies,Art,Newell 334,15.872
OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.286
OFF-AR-10004078,Office Supplies,Art,Newell 312,14.016
TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312
OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792
OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6
OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.4
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95
TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95
FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68
OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.896
TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29
OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,70.08
FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3
TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49
OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81
OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552
OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92
OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.1
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75
OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704
OFF-AR-10001954,Office Supplies,Art,Newell 331,14.67
OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2
TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93
OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,6.096
FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82
FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104
OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56
OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272
OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,16.52
TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93
